id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
49270741,Hilltop getaway in the heart of West Asheville,383996553,David,,28806,35.57225,-82.59217,Entire home/apt,164,1,27,2021-11-28,3.70,1,0,27,
49291580,Colonial Revival in Proximity Park,144282403,Enrique,,28801,35.61491,-82.54344,Entire home/apt,827,14,0,,,1,306,0,
49338161,Illusion of Seclusion,196046563,Cathy,,28704,35.47884,-82.51164,Entire home/apt,199,2,3,2021-11-14,1.53,1,250,3,
49338673,Tiny Home w/ Mountain Views near dtown & parkway,200915871,Celeste And Chris,,28804,35.65104,-82.52638,Entire home/apt,134,2,42,2021-12-11,5.36,6,344,42,
49361421,"""BRAND NEW"" Retreat in 1898 Montford Victorian!",30145808,Ashima,,28801,35.6032,-82.56608,Entire home/apt,95,2,72,2021-11-28,9.47,1,207,72,
49364839,Asheville Farm Stay Yellow Door Suite with Hot Tub,398177301,Barry,,28806,35.63153,-82.62885,Entire home/apt,62,3,61,2021-12-11,8.88,6,353,61,
49381620,"Hidden South AVL Hideaway, close to everything!",140768240,Rebecca,,28732,35.44448,-82.51997,Entire home/apt,115,2,18,2021-11-21,3.46,1,150,18,
49383838,Asheville - Sierra Nevada Exit,397849230,Kelly,,28704,35.47497,-82.50576,Entire home/apt,244,2,12,2021-10-31,1.74,2,359,12,
49401018,Advantageous AVL Home Convenient to Mtns & City,56757021,Maggie,,28803,35.55582,-82.50391,Entire home/apt,302,3,27,2021-11-28,4.24,1,254,27,
49402207,Modern Farmhouse Retreat Renovated from the 1930’s,131324838,Nick,,28806,35.62136,-82.61726,Entire home/apt,261,2,20,2021-11-27,3.85,1,173,20,
49403726,Walkable West AVL Home - Clean Comfy Contemporary,28788937,Jodie,,28806,35.584366,-82.572952,Private room,60,30,0,,,2,289,0,
49405884,NEW Inventive Asheville Container Home,62667,Heather,,28804,35.62893,-82.58075,Entire home/apt,190,2,33,2021-11-28,4.48,2,264,33,
49443439,"Azalea Cottage, BOHO chic escape.",44036707,Michael,,28704,35.46285,-82.57695,Entire home/apt,86,2,30,2021-12-05,4.35,3,345,30,
49463884,Style Abounds in this Asheville Charmer,128356088,Stephanie,,28806,35.50776,-82.60976,Entire home/apt,356,3,13,2021-11-21,1.88,2,5,13,
49467252,Bent Creek Beauty featuring a Backyard Pool Oasis,307979667,Amanda,,28806,35.5098,-82.60715,Entire home/apt,130,3,35,2021-12-07,4.98,1,154,35,
49468364,"New Luxury Condo, Downtown Asheville",167186184,Towns,,28801,35.59092,-82.55274,Entire home/apt,295,1,14,2021-11-30,1.84,108,327,14,
49484290,Dogwood Cottage - Perfect couples escape,44036707,Michael,,28704,35.46411,-82.5764,Entire home/apt,82,2,21,2021-12-09,2.93,3,342,21,
49495510,Spacious Mountain-View Retreat | Private Hot Tub,149601167,TurnKey Vacation Rentals,,28704,35.46154,-82.58843,Entire home/apt,185,2,12,2021-12-06,1.76,43,337,12,
49503229,"""Eastern Sky"" - Deck & Mountain Views""",399254060,Janice,,28805,35.60076,-82.48111,Entire home/apt,125,3,18,2021-12-12,3.55,2,330,18,
49503489,New Camper/ Trailer 5 min from Downtown Asheville,176087087,Danny,,28806,35.59663,-82.62328,Entire home/apt,74,1,18,2021-11-28,3.02,4,228,18,
49503879,"5 bdrm historic home, 1 mi to downtown Asheville",161559240,The Lion And The Rose,,28801,35.60471,-82.56521,Entire home/apt,1709,2,0,,,6,10,0,
49506016,Private suite with hot tub on urban farm.,399290634,James,,28704,35.47595,-82.51669,Private room,85,2,24,2021-11-14,3.62,1,64,24,
49513241,2 Bedroom Quiet Urban Oasis; Mid-Century Charm,18493403,Elise,,28805,35.58069,-82.50414,Entire home/apt,220,2,23,2021-12-05,3.18,1,155,23,
49516666,Multiple Room Rental for Groups of 4-11 People,7625694,John,,28801,35.59169,-82.54953,Private room,382,2,0,,,9,262,0,
49520761,Vintage inspired haven!,87602978,Maggie,,28806,35.57624,-82.571,Entire home/apt,70,30,2,2021-09-08,0.45,2,120,2,
49544765,"Treehouse-like Hideaway, Walkable West Asheville",4810798,Kate,,28806,35.58317,-82.58009,Private room,80,2,31,2021-11-26,4.23,1,0,31,
49565047,"NEW! Mountain Refuge w/ View, 12 Mi to Asheville!",151397468,Evolve,,28715,35.51175,-82.65912,Entire home/apt,453,3,9,2021-12-05,1.79,22,282,9,
49589050,Grove Park Inn area Paris of the South guest suite,248689040,Angie,,28804,35.62522,-82.54926,Entire home/apt,195,2,31,2021-11-27,4.82,1,161,31,
49591553,Private bedroom and bathroom close to downtown.,400023512,Marsha,,28806,35.59635,-82.60959,Private room,40,2,25,2021-12-12,3.77,1,136,25,
49595881,"East Asheville, Close To Parkway And Near Downtown",234877595,Douglas,,28805,35.60019,-82.47027,Entire home/apt,399,3,13,2021-11-26,2.02,1,344,13,
49629268,"""Our Place!"" Private Guest Suite",400298567,Ann Marie,,28704,35.46906,-82.56756,Entire home/apt,70,1,59,2021-12-12,9.17,1,166,59,
49630964,5 Walnut Suites #201,25952620,Ashton,,28801,35.59763,-82.55214,Entire home/apt,204,2,35,2021-12-09,5.90,2,248,35,
49632867,"Nature at your door, Asheville 17 min away",8926968,Michaela,,28715,35.53796,-82.64677,Entire home/apt,225,4,0,,,1,72,0,
49635615,RV Deluxe,6278782,Robert,,28801,35.6098,-82.55395,Entire home/apt,48,3,2,2021-07-01,0.30,2,61,2,
49635989,Lg Studio Apt (29 nights required)  Dtwn Asheville,37159729,Paula,,28801,35.58834,-82.55918,Entire home/apt,80,29,4,2021-12-01,0.94,3,219,4,
49640482,Biltmore Village Getaway,167186184,Towns,,28803,35.56436,-82.54001,Entire home/apt,452,1,15,2021-11-13,2.09,108,350,15,
49642913,NEW! Mt. Retreat: 3BR House Close to the Biltmore!,395614,Rabbu,,28803,35.569859,-82.529282,Entire home/apt,153,30,3,2021-09-05,0.54,1,334,3,
49660095,2 Bedroom 1 Bath + RIVER ARTS DISTRICT + Parking,398734380,Camille,,28806,35.57028,-82.58361,Entire home/apt,143,2,32,2021-12-05,4.78,1,72,32,
49663644,Farm stay ....glamping with a moutain view.,65091,Kay,,28806,35.63809,-82.65908,Private room,75,1,0,,,1,362,0,
49669522,"Heart of the city ideal location, walk anywhere.",6074062,Melissa,,28801,35.59468,-82.55455,Entire home/apt,325,1,42,2021-12-12,6.77,6,138,42,
49674862,Hilltop Retreat 8 miles from Downtown Asheville,400643442,Andy,,28804,35.65365,-82.62718,Entire home/apt,210,3,24,2021-11-29,3.62,1,346,24,
49684623,《Great Location❤ Dog Friendly ❤Games & Fast Wifi 》,3323899,"Lindsey, Sean, And Baby J",,28704,35.48846,-82.58182,Entire home/apt,322,2,1,2021-10-22,0.55,3,19,1,
49686300,Asheville lofts III with a touch of luxury,64331718,Melody,,28715,35.54898,-82.65062,Entire home/apt,130,3,1,2021-10-15,0.48,5,356,1,
49687904,West Asheville Bungalow - Walk to New Belgium,126755200,Paige,,28806,35.58213,-82.57394,Entire home/apt,134,2,39,2021-12-12,6.92,1,242,39,
49690346,Stone Cottage-2.5 miles from Biltmore Park!,44036707,Michael,,28704,35.46399,-82.57697,Entire home/apt,99,2,24,2021-11-17,3.71,3,340,24,
49691661,Highland Traveler Cottage in Beautiful S Asheville,56866998,Megan,,28704,35.46052,-82.5833,Entire home/apt,108,2,12,2021-10-16,1.80,1,0,12,
49706787,AVL Carolina Blues - 6 miles West of downtown AVL,66193031,Darcy,,28806,35.57064,-82.63892,Entire home/apt,137,1,19,2021-11-28,2.95,3,0,19,
49712318,《Amazing Location❤ Fast Wifi & Smart TV ❤Fire Pit》,3323899,"Lindsey, Sean, And Baby J",,28704,35.48842,-82.58258,Entire home/apt,182,2,0,,,3,19,0,
49713009,Cozy Bear Hideaway - South Asheville Retreat,96471276,Devin,,28704,35.47352,-82.51205,Entire home/apt,128,2,42,2021-12-13,6.53,1,158,42,
49729529,The heart of West Asheville.,362841999,Jesse,,28806,35.58302,-82.58233,Entire home/apt,71,28,2,2021-10-27,0.43,1,85,2,
49735330,Cozy South Asheville Home in Quiet Neighborhood,35914161,Melissa,,28704,35.47554,-82.50557,Entire home/apt,200,2,9,2021-10-03,1.65,1,0,9,
49743585,Montford Hidden Gem,399972565,Kimberly,,28801,35.60387,-82.57598,Private room,114,2,38,2021-12-12,5.76,1,174,38,
49752131,Wooded Retreat in Asheville w/Fireplace & Fire Pit,34542878,Richard,,28803,35.55108,-82.48226,Entire home/apt,407,2,20,2021-12-05,3.03,1,3,20,
49753340,The Black Bear Bungalow <10 mins to DT Asheville,70490297,Jenelle,,28803,35.56292,-82.48627,Entire home/apt,235,2,18,2021-11-29,2.71,3,81,18,
49757688,Private apartment in South Asheville,74418234,Chris,,28704,35.47424,-82.49448,Entire home/apt,125,2,6,2021-08-15,0.90,1,150,6,
49761321,Stay In The Loop,64318627,Ceara,,28806,35.58693,-82.59908,Entire home/apt,122,30,3,2021-11-13,0.54,1,154,3,
49789328,Brand new green built 2 bedroom duplex.,401538427,Phil,,28804,35.62923,-82.57628,Entire home/apt,92,2,22,2021-11-28,4.40,1,44,22,
49790599,Westside Wayside,2598424,Emily,,28806,35.57364,-82.606,Entire home/apt,62,25,0,,,1,1,0,
49801059,Long Cove Home minutes to West Asheville,6623542,Charmie And Aaron,,28715,35.50977,-82.65565,Entire home/apt,220,2,21,2021-12-12,3.04,2,110,21,
49823114,Blue Cottage West - Cozy West Asheville Home,401884795,Jessica,,28806,35.58758,-82.63974,Entire home/apt,142,3,3,2021-09-12,0.70,1,196,3,
49823991,Asheville Farm Stay Green Door with Hot Tub,398177301,Barry,,28806,35.63096,-82.63061,Private room,65,1,53,2021-12-07,7.72,6,353,53,
49830843,King Studio Suite ~ Private Hot Tub & Fire Pit ~,172525193,Sarah & James,,28806,35.62572,-82.65385,Entire home/apt,120,2,57,2021-12-13,8.26,1,16,57,
49838245,West Asheville Modern | Full Private Bathroom,79593180,Ramin,,28806,35.5845,-82.60081,Private room,100,2,6,2021-12-12,4.62,1,147,6,
49840542,Tiny home in the mountains,401091622,George,,28715,35.50931,-82.66365,Entire home/apt,55,1,38,2021-11-21,5.67,1,365,38,
49846053,Plum Perfect Hideaway,303909632,Pure Carolina,,28804,35.62912,-82.59129,Entire home/apt,201,2,16,2021-12-05,2.32,5,248,16,
49862390,"""Eastern Sunrise-Breath taking Mountain Views""",399254060,Janice,,28805,35.59846,-82.48267,Entire home/apt,175,3,10,2021-11-28,1.91,2,335,10,
49900559,Clean & cozy basement apartment in West Asheville,21377440,Corey,,28806,35.57057,-82.58933,Entire home/apt,75,1,72,2021-11-15,10.69,1,57,72,
49901758,"Spacious Sanctuary, Mountain Views, Near Downtown.",321522969,Devi,,28804,35.61967,-82.56526,Entire home/apt,321,2,8,2021-10-04,1.40,1,75,8,
49917615,"Reeve's Retreat | Wraparound Deck, Firepit & Pond",149601167,TurnKey Vacation Rentals,,28715,35.51137,-82.65554,Entire home/apt,125,2,10,2021-11-06,1.90,43,352,10,
49919136,"Amazing 8min DWTN Asheville
2 bedrooms+2 baths",3028199,Florencia,,28804,35.65461,-82.57919,Entire home/apt,87,1,28,2021-12-07,6.04,5,256,28,
49930051,Brand new one bedroom apartment with pool table!,131974105,Jeff And Laura,,28803,35.55698,-82.49874,Entire home/apt,123,2,34,2021-11-24,5.10,1,349,34,
49930624,"•The Sue’s True•
5-10 minutes from EVERYTHING",29598359,Susann,,28803,35.56125,-82.50987,Entire home/apt,95,2,21,2021-12-06,3.15,1,71,21,
49945585,Little Blue Cottage,205522452,Black Bear,,28803,35.56727,-82.53482,Entire home/apt,72,28,1,2021-11-21,1,5,76,1,
49963414,"RIVERBEND LODGE: 4/3 Home on the Swannanoa River! 6 Miles to Downtown Asheville. Hot Tub, River View",64918276,Master Diamond,,28805,35.60596,-82.46952,Entire home/apt,889,3,10,2021-11-14,1.69,2,298,10,
49987126,“828 Escape”not just another Asheville address,403132675,Wendy,,28804,35.62598,-82.52557,Entire home/apt,201,2,12,2021-12-05,2.01,1,271,12,
49988605,Cozy Asheville Treehouse Chalet 1 Mi to Downtown,1741672,Jeff,,28801,35.59268,-82.53863,Entire home/apt,133,3,16,2021-12-12,4.95,1,73,16,
50033430,Beautiful South Slope Townhome with Private Elevator and EV Charger,167186184,Towns,,28801,35.58664,-82.5557,Entire home/apt,566,1,5,2021-09-06,0.91,108,347,5,
50035416,Natural Beauty*Privacy*Close to all Attractions,403566878,Ginger,,28805,35.58983,-82.46793,Entire home/apt,88,2,14,2021-11-23,2.11,2,86,14,
50042645,Gusty Winds 17,337935088,Susan,,28803,35.54687,-82.5079,Entire home/apt,232,2,23,2021-12-06,3.58,1,345,23,
50045052,Asheville Farm Stay Red Door with Hot Tub,398177301,Barry,,28806,35.63083,-82.62823,Entire home/apt,56,1,48,2021-12-04,7.20,6,356,48,
50052704,Hidden Gem - 8 mins to downtown Asheville,242474849,Jennifer,,28803,35.54879,-82.50626,Entire home/apt,128,1,39,2021-12-05,6.69,15,348,39,
50063857,Canvas Tent #2 @Baying Hound Campground,151279507,Bobby And Amanda,,28806,35.6121,-82.60387,Entire home/apt,35,2,18,2021-11-21,2.78,18,180,18,
50064738,NEW! Picturesque Arden Home - 4 Mi to Lake Julian!,124060146,Evolve,,28704,35.46597,-82.56954,Entire home/apt,118,2,15,2021-11-23,2.31,1,339,15,
50066332,Private Bedroom. Close drive to downtown Asheville,246033019,Fyffe,,28805,35.60359,-82.52982,Private room,125,1,23,2021-12-12,5.27,1,72,23,
50086550,"!!FAB Views, ReTREAT in luxury, 5 min to Downtown",16181230,Shereen,,28804,35.62246,-82.56376,Entire home/apt,333,3,17,2021-11-13,2.76,1,81,17,
50091052,"Modern and stylish space, walk to W AVL!",21425280,Marianne,,28806,35.58577,-82.58776,Entire home/apt,78,2,24,2021-12-13,4.39,2,160,24,
50100633,Tranquil & Teal West Asheville home,20108786,Natalie,,28806,35.5806,-82.62237,Entire home/apt,88,30,2,2021-10-18,0.38,2,29,2,
50111754,Sweet Bungalow With Cozy Cabana South Asheville,404315596,Toni,,28704,35.47336,-82.51417,Entire home/apt,151,2,28,2021-12-05,5.12,1,350,28,
50112529,NEW! - Private getaway near the Biltmore Estate,83050997,Alex & Anna,,28803,35.56515,-82.52442,Entire home/apt,128,2,14,2021-11-28,2.61,1,83,14,
50125558,Sweet Bungalow 8 Minutes from Downtown Asheville,5954944,Malinda,,28804,35.62961,-82.57544,Entire home/apt,233,2,18,2021-12-13,3.46,2,167,18,
50145924,Serene Stay Central to Downtown and Hiking Trails,265492364,Stephanie,,28805,35.59877,-82.51558,Entire home/apt,233,3,2,2021-09-06,0.36,1,212,2,
50152209,"The Lions Den 
Garden Apartment",332158043,Harriett,,28804,35.61959,-82.60411,Entire home/apt,89,2,21,2021-11-21,3.84,1,321,21,
50155223,*sweet little cottage on the north side,404754629,Jennifer,,28804,35.62928,-82.58875,Entire home/apt,131,1,43,2021-12-10,6.94,1,299,43,
50156368,Stunning Gem in the Heart of Asheville,6654868,Lauren,,28801,35.60106,-82.55998,Entire home/apt,145,1,56,2021-11-25,9.03,1,214,56,
50168861,The Urban Cottage - Chic West Asheville Home,67737136,Mike & Jane,,28806,35.57487,-82.57572,Entire home/apt,100,30,3,2021-11-11,0.65,1,316,3,
50179678,Spacious Modern Getaway 10 Minutes From Downtown!,180564557,David,,28806,35.59438,-82.61888,Entire home/apt,168,1,50,2021-12-12,8.02,8,339,50,
50191232,Highland Hideaway,134903005,Carolina Mornings,,28805,35.608311,-82.532394,Entire home/apt,164,1,1,2021-10-31,0.65,19,315,1,
50196441,Beautiful South Slope Townhome with Private Elevator,167186184,Towns,,28801,35.58553,-82.55457,Entire home/apt,538,1,7,2021-11-02,1.39,108,330,7,
50213593,Family-friendly poolside mountain home,6584030,Josh,,28805,35.65135,-82.47691,Entire home/apt,157,2,8,2021-10-31,2.20,1,149,8,
50225734,*NEW*Creekside Vista|15min to DT&Biltmore|Sleeps4,232831690,Jon,,28806,35.61561,-82.62737,Entire home/apt,130,2,24,2021-12-11,3.96,4,353,24,
50232240,The Red Maple Getaway,96187307,Yonder,,28704,35.46963,-82.57272,Entire home/apt,213,1,2,2021-11-07,0.34,42,360,2,
50232242,Trails End Retreat in Asheville,96187307,Yonder,,28806,35.50359,-82.61172,Entire home/apt,294,1,13,2021-11-24,2.27,42,349,13,
50241204,"Mountain Retreat w/ Views, 15 min to DT, Hot Tub!",405599295,Yanina,,28803,35.5249,-82.47464,Entire home/apt,450,3,1,2021-10-21,0.54,1,133,1,
50248402,Beautiful and Convenient Townhome,288110250,Gene,,28732,35.44603,-82.49935,Entire home/apt,95,2,20,2021-11-28,3.45,1,346,20,
50248469,New Apartment by River Arts District & Downtown!,268853057,Mimi,,28806,35.58436,-82.57283,Private room,111,1,31,2021-12-12,5.41,1,65,31,
50257655,"Entire,elegant home 10 minutes to AvL, Biltmore",365979586,Sandi,,28715,35.560535,-82.664925,Entire home/apt,350,5,0,,,2,132,0,
50267877,"River Arts District ""Treehouse"" (monthly)",24977948,Nicholas,,28801,35.58927,-82.56695,Entire home/apt,107,30,2,2021-11-12,0.67,2,126,2,
50269559,West Asheville Peaceful Oasis w/ Private Entrance,126928393,Preston & Sarah,,28715,35.55413,-82.65011,Private room,79,1,73,2021-12-09,11.59,1,157,73,
50289737,Modern home w/mountain views (4 miles to downtown),18248189,Stephanie,,28804,35.64532,-82.57398,Entire home/apt,325,2,17,2021-12-12,5.31,1,125,17,
50301104,Mama Jack's Place! Your excitement starts here.,377619924,Jackie,,28732,35.43078,-82.5044,Private room,95,2,9,2021-11-22,1.78,1,168,9,
50304584,Cozy private room in River Arts District,7741232,Stephanie,,28801,35.58848,-82.56399,Private room,76,1,69,2021-12-13,12.86,1,31,69,
50323786,"BearsDenAVL, modern 3 bed/2 bath in Asheville",37138238,Amy,,28804,35.64114,-82.52201,Entire home/apt,125,30,5,2021-11-20,0.88,1,253,5,
50358959,Riverside Ranch,303909632,Pure Carolina,,28704,35.44836,-82.55322,Entire home/apt,379,2,14,2021-11-14,2.35,5,340,14,
50369084,MODERN KING SUITE/ MNTN VIEWS/13 MINS TO ASHEVILLE,390463853,Brian,,28704,35.4801,-82.57171,Entire home/apt,145,2,3,2021-11-14,0.54,4,168,3,
50374934,"The Library,  a book-filled nook in West Asheville",25520590,Ginger,,28806,35.58164,-82.59819,Private room,100,1,1,2021-11-14,0.94,1,79,1,
50375999,Cheerful 4-bedroom residential home with POOL,64101745,Amy,,28732,35.42906,-82.50492,Entire home/apt,250,4,14,2021-11-27,2.56,1,259,14,
50376517,Valley Creek Getaway,406923949,Sue,,28803,35.53656,-82.48814,Entire home/apt,250,3,6,2021-10-25,1.25,1,267,6,
50378909,Renovated Condo in Charming Asheville Neighborhood Close to Everything,167186184,Towns,,28801,35.60174,-82.54656,Entire home/apt,224,1,5,2021-11-21,0.95,108,356,5,
50378910,Historic Charlotte Street Condo,167186184,Towns,,28801,35.60226,-82.54756,Entire home/apt,232,1,14,2021-11-19,2.33,108,357,14,
50379389,Cozy cottage surrounded by trees. Pet friendly!,64362210,Rick & Bridget,,28805,35.58826,-82.46396,Entire home/apt,139,2,14,2021-12-13,4.16,1,83,14,
50382189,"Charming Montford Oasis, 5 Min. Walk to Downtown",63382608,Catherine,,28801,35.59981,-82.55771,Entire home/apt,115,1,35,2021-12-10,10.40,2,15,35,
50394933,Modern Blue Ridge Retreat,205522452,Black Bear,,28804,35.63806,-82.59293,Entire home/apt,173,2,19,2021-12-12,4.60,5,347,19,
50401815,Sunny Montford Retreat; Walk to Downtown Asheville,5451404,Amy,,28801,35.59854,-82.56807,Entire home/apt,165,2,43,2021-12-13,7.82,1,166,43,
50420186,Cozy Bungalow Minutes From Downtown Asheville,406337943,Kristy,,28804,35.63836,-82.594,Entire home/apt,93,1,21,2021-12-05,3.66,1,174,21,
50422282,Beautiful Elk Mountain retreat in Asheville.,346820564,Athena,,28804,35.62942,-82.57607,Entire home/apt,332,2,22,2021-12-12,3.98,1,252,22,
50431419,Healing Room for Women~ Temple of the Sacred Heart,407443371,Sara,,28804,35.63188,-82.57788,Private room,88,3,3,2021-10-18,0.66,1,179,3,
50444628,"Steps to New Belgium, river greenway & restaurants",9618083,Katherine,,28806,35.5877,-82.57543,Entire home/apt,134,1,24,2021-12-12,4.39,1,232,24,
50451684,The Little House on Beaucatcher,88890930,Chris,,28803,35.58386,-82.5466,Entire home/apt,245,2,31,2021-12-12,5.64,1,311,31,
50459172,Ashevilleshire - West AVL Cottage & Dog Friendly!,722034,Darlene And Ron,,28806,35.60406,-82.60896,Entire home/apt,230,2,19,2021-12-13,3.31,13,345,19,
50465211,Secluded Estate | Private Hot Tub & Home Office,149601167,TurnKey Vacation Rentals,,28806,35.60875,-82.63113,Entire home/apt,178,2,16,2021-12-13,3.36,43,251,16,
50468375,Newly Remodeled Cheerful  Home Centrally Located,123803665,Josh & Marie,,28803,35.55176,-82.51017,Entire home/apt,164,2,10,2021-11-28,2.27,1,345,10,
50485379,Rosie's NY Style Garage Townhome,2359112,Rose,,28801,35.61196,-82.55543,Entire home/apt,93,30,0,,,1,87,0,
50487663,Private Floor in Creekside Farmland with Hot Tub,163491126,Ian,,28806,35.63703,-82.63945,Entire home/apt,149,1,7,2021-10-22,1.33,5,76,7,
50487679,Private Bedroom in Creekside Home,163491126,Ian,,28806,35.63652,-82.64043,Private room,59,2,3,2021-10-11,0.67,5,352,3,
50487811,Exceptional view home of Asheville!,1222489,Barbara,,28804,35.65333,-82.54351,Entire home/apt,331,3,2,2021-10-10,0.78,1,348,2,
50570119,"Modern, Convenient to all Asheville-Two King Beds",390463853,Brian,,28806,35.58621,-82.60035,Entire home/apt,287,30,4,2021-08-08,0.70,4,160,4,
50587814,Blue Sky Manor,134903005,Carolina Mornings,,28803,35.497944,-82.49826,Entire home/apt,544,1,1,2021-09-27,0.37,19,334,1,
50597055,THE HOWELL HOUSE A  newly remodeled farmhouse,408610802,Ray And Tammy,,28806,35.63478,-82.65636,Entire home/apt,190,2,17,2021-11-27,3.31,1,333,17,
50610553,***The Lucky Duck 🦆  Relax • Fish • Enjoy,100789740,Carrie,,28806,35.59343,-82.65805,Entire home/apt,268,2,4,2021-10-03,1.03,4,336,4,
50632235,"Natural Remedy | Private Location, Gas Grill, Patio & Sweeping Mountain Views - 5 Bedroom, 3.5 Bathroom",10603047,Greybeard,,28804,35.6348,-82.51678,Entire home/apt,427,3,1,2021-10-18,0.51,5,46,1,
50636866,*Suite Caroline - only 15 mins to dntwn Asheville,100789740,Carrie,,28806,35.59329,-82.65919,Entire home/apt,150,2,21,2021-12-05,3.84,4,333,21,
50641861,"Asheville Nest in Historic, Charming Kenilworth",145533530,Christy,,28803,35.57587,-82.53909,Entire home/apt,130,30,1,2021-09-23,0.36,5,73,1,
50667404,Forest-View Retreat | Deck | 10 Mins to Downtown,149601167,TurnKey Vacation Rentals,,28804,35.62729,-82.57771,Entire home/apt,98,2,6,2021-11-07,1.30,43,359,6,
50672066,Private Bedroom and Bath in Trendy West Asheville,294953027,Daniel,,28806,35.59084,-82.58599,Private room,41,1,40,2021-12-09,9.16,2,165,40,
50681804,Perfect Asheville Getaway Next Level,52648308,Jennifer,,28803,35.57713,-82.54236,Private room,68,1,0,,,2,355,0,
50696439,"🏔 Quiet, Mountain Cottage in East Asheville ⛰",391873180,Drew And Casey,,28803,35.55,-82.48921,Entire home/apt,239,2,22,2021-12-04,4.31,2,242,22,
50704896,Peaceful Cottage tucked away in Asheville,409743015,Sarah,,28803,35.56762,-82.51868,Entire home/apt,115,2,14,2021-12-12,4.77,1,347,14,
50723495,Blue Ridge getaway,24977948,Nicholas,,28805,35.6229,-82.47766,Entire home/apt,99,2,7,2021-12-06,2.06,2,58,7,
50730302,Private Luxury Fifth Wheel Camper in the Woods!,290850305,Scott & Marilou,,28806,35.55074,-82.62668,Entire home/apt,150,1,18,2021-11-14,3.97,1,163,18,
50744484,Asheville - Memory View,397849230,Kelly,,28704,35.47867,-82.56852,Entire home/apt,260,2,12,2021-11-28,2.38,2,361,12,
50749508,Welcome to Asheville! Wide Studio #3,204005138,Tamara & Sergey,,28806,35.6049,-82.61276,Private room,54,1,30,2021-11-19,5.49,3,359,30,
50750210,Privacy*Natural Beauty*Close to all attractions,403566878,Ginger,,28805,35.5893,-82.46803,Entire home/apt,105,2,4,2021-11-08,0.92,2,87,4,
50764884,Farm Stay Main Suite w/hot tub and sauna,398177301,Barry,,28806,35.63286,-82.62981,Entire home/apt,98,1,37,2021-12-09,6.73,6,347,37,
50770620,"About the View | Hot Tub, Gas Grill, Deck & Year Round Mountain Views! - 3 Bedroom, 2.5 Bathroom",10603047,Greybeard,,28805,35.61663,-82.48437,Entire home/apt,357,3,2,2021-10-11,0.59,5,31,2,
50775740,A three bedroom gem in heart of downtown Asheville,41908335,Tal,,28801,35.60502,-82.54843,Entire home/apt,128,30,1,2021-08-31,0.28,1,113,1,
50785962,Cozy Mountain Cabin Close to Downtown!,410446440,David,,28806,35.57209,-82.62524,Entire home/apt,82,2,23,2021-12-13,5.04,1,43,23,
50787381,Peaceful 4 Bedroom Home on 2 acres Close to Town,143420390,Adi,,28803,35.54436,-82.46187,Entire home/apt,253,2,14,2021-12-05,3.07,1,167,14,
50792341,Montford Bungalow,40824421,Bill & Leslie,,28801,35.60192,-82.56608,Entire home/apt,130,2,14,2021-12-06,3.85,1,79,14,
50792460,Adorable 1 bedroom with private bathroom and patio,326872002,Vernon,,28732,35.45382,-82.48392,Private room,65,2,4,2021-11-14,0.82,1,120,4,
50803225,Secluded Pet Friendly suite near AVL. Come escape!,403441498,Elizabeth,,28704,35.44983,-82.51891,Private room,57,2,13,2021-11-20,2.58,1,332,13,
50813196,The Cottage,147235635,Christina & Justin,,28801,35.59917,-82.55907,Entire home/apt,101,28,2,2021-08-12,0.39,1,184,2,
50821632,East West with a View,118805084,Joseph,,28806,35.58185,-82.56921,Entire home/apt,175,28,1,2021-11-10,0.83,1,170,1,
50827270,Stylish Loft in West Asheville,2596554,Tarleton,,28806,35.57724,-82.57652,Entire home/apt,175,30,13,2021-11-28,2.60,1,171,13,
50828311,Sweet West Asheville Bungalow,47777952,Mary,,28806,35.59513,-82.62187,Entire home/apt,165,2,15,2021-11-29,2.98,2,125,15,
50852923,NEW private boho apartment in walkable & hip W.AVL,15647062,Michelle,,28806,35.57026,-82.59155,Entire home/apt,125,1,29,2021-11-21,6.69,2,45,29,
50872089,Clean Cute Asheville Home Away from Home,411310266,Joanna,,28803,35.55828,-82.51319,Private room,56,5,0,,,1,74,0,
50893805,Cozy Bungalow 10 minutes from Downtown Asheville.,216854469,Lyle,,28806,35.60301,-82.61149,Entire home/apt,123,2,5,2021-12-12,4.55,1,330,5,
50897156,"Spacious, cozy, ping pong, games, land, more!",714507,Hany,,28806,35.53577,-82.6244,Entire home/apt,214,2,6,2021-11-28,1.38,1,99,6,
50898430,Easy Suite - 1 mile from DT & the Biltmore Estate,63487017,Katherine,,28803,35.57541,-82.54316,Entire home/apt,80,1,18,2021-12-12,3.44,1,21,18,
50901489,"Grandmamas Cottage - Convenient location minutes from Blue Ridge Parkway, Biltmore, Shopping, and more!",108970424,Julie,,28806,35.52674,-82.60953,Entire home/apt,118,1,37,2021-12-12,7.35,1,341,37,
50938527,Tranquil-Nest AVL,134903005,Carolina Mornings,,28704,35.469749,-82.502716,Entire home/apt,300,1,1,2021-08-29,0.28,19,334,1,
50954616,Queen bed bedroom listing of1927 charming bungalow,24226447,John,,28806,35.58925,-82.59999,Private room,78,1,11,2021-10-31,2.17,2,58,11,
